Rep	Year	RepSeason	x	y	Species	NInd
0	16	0	20	69	0	6
0	16	0	22	69	0	2
0	16	0	23	69	0	1
0	16	0	38	69	0	5
0	16	0	39	69	0	5
0	16	0	41	69	0	1
0	16	0	42	69	0	5
0	16	0	43	69	0	4
0	16	0	44	69	0	6
0	16	0	45	69	0	6
0	16	0	46	69	0	8
0	16	0	47	69	0	10
0	16	0	48	69	0	22
0	16	0	49	69	0	16
0	16	0	50	69	0	10
0	16	0	51	69	0	3
0	16	0	81	69	0	6
0	16	0	82	69	0	10
0	16	0	83	69	0	4
0	16	0	84	69	0	6
0	16	0	85	69	0	6
0	16	0	86	69	0	6
0	16	0	87	69	0	4
0	16	0	88	69	0	7
0	16	0	89	69	0	13
0	16	0	90	69	0	10
0	16	0	91	69	0	6
0	16	0	92	69	0	9
0	16	0	170	69	0	14
0	16	0	171	69	0	3
0	16	0	172	69	0	9
0	16	0	173	69	0	2
0	16	0	174	69	0	11
0	16	0	175	69	0	10
0	16	0	176	69	0	6
0	16	0	177	69	0	10
0	16	0	178	69	0	13
0	16	0	179	69	0	8
0	16	0	0	68	0	11
0	16	0	1	68	0	8
0	16	0	2	68	0	15
0	16	0	3	68	0	14
0	16	0	4	68	0	9
0	16	0	5	68	0	7
0	16	0	6	68	0	16
0	16	0	7	68	0	4
0	16	0	8	68	0	3
0	16	0	9	68	0	4
0	16	0	10	68	0	19
0	16	0	11	68	0	5
0	16	0	12	68	0	9
0	16	0	13	68	0	3
0	16	0	14	68	0	5
0	16	0	15	68	0	3
0	16	0	16	68	0	12
0	16	0	17	68	0	2
0	16	0	18	68	0	5
0	16	0	19	68	0	10
0	16	0	39	68	0	2
0	16	0	40	68	0	8
0	16	0	41	68	0	5
0	16	0	42	68	0	7
0	16	0	43	68	0	8
0	16	0	44	68	0	10
0	16	0	45	68	0	6
0	16	0	46	68	0	7
0	16	0	47	68	0	9
0	16	0	48	68	0	9
0	16	0	49	68	0	3
0	16	0	50	68	0	16
0	16	0	51	68	0	9
0	16	0	52	68	0	2
0	16	0	78	68	0	16
0	16	0	79	68	0	4
0	16	0	80	68	0	8
0	16	0	81	68	0	10
0	16	0	82	68	0	12
0	16	0	83	68	0	10
0	16	0	84	68	0	8
0	16	0	85	68	0	13
0	16	0	86	68	0	11
0	16	0	87	68	0	9
0	16	0	88	68	0	15
0	16	0	89	68	0	13
0	16	0	90	68	0	9
0	16	0	91	68	0	10
0	16	0	92	68	0	8
0	16	0	93	68	0	11
0	16	0	171	68	0	4
0	16	0	172	68	0	7
0	16	0	173	68	0	8
0	16	0	174	68	0	18
0	16	0	175	68	0	7
0	16	0	176	68	0	3
0	16	0	177	68	0	5
0	16	0	178	68	0	6
0	16	0	179	68	0	10
0	16	0	0	67	0	7
0	16	0	1	67	0	4
0	16	0	2	67	0	14
0	16	0	3	67	0	2
0	16	0	4	67	0	6
0	16	0	5	67	0	7
0	16	0	6	67	0	9
0	16	0	7	67	0	9
0	16	0	8	67	0	2
0	16	0	9	67	0	2
0	16	0	10	67	0	11
0	16	0	11	67	0	4
0	16	0	12	67	0	10
0	16	0	13	67	0	7
0	16	0	14	67	0	7
0	16	0	15	67	0	13
0	16	0	16	67	0	2
0	16	0	17	67	0	9
0	16	0	18	67	0	5
0	16	0	19	67	0	11
0	16	0	38	67	0	10
0	16	0	39	67	0	13
0	16	0	40	67	0	16
0	16	0	41	67	0	11
0	16	0	42	67	0	8
0	16	0	43	67	0	6
0	16	0	44	67	0	11
0	16	0	45	67	0	5
0	16	0	46	67	0	12
0	16	0	47	67	0	10
0	16	0	48	67	0	1
0	16	0	49	67	0	11
0	16	0	50	67	0	13
0	16	0	51	67	0	8
0	16	0	52	67	0	5
0	16	0	76	67	0	0
0	16	0	77	67	0	5
0	16	0	78	67	0	12
0	16	0	79	67	0	1
0	16	0	80	67	0	11
0	16	0	81	67	0	12
0	16	0	82	67	0	10
0	16	0	83	67	0	4
0	16	0	84	67	0	12
0	16	0	85	67	0	9
0	16	0	86	67	0	10
0	16	0	87	67	0	14
0	16	0	88	67	0	15
0	16	0	89	67	0	10
0	16	0	90	67	0	13
0	16	0	91	67	0	10
0	16	0	92	67	0	9
0	16	0	93	67	0	6
0	16	0	94	67	0	6
0	16	0	95	67	0	14
0	16	0	96	67	0	7
0	16	0	171	67	0	10
0	16	0	172	67	0	5
0	16	0	173	67	0	7
0	16	0	174	67	0	23
0	16	0	175	67	0	7
0	16	0	176	67	0	1
0	16	0	177	67	0	5
0	16	0	178	67	0	10
0	16	0	179	67	0	9
0	16	0	0	66	0	2
0	16	0	1	66	0	9
0	16	0	2	66	0	5
0	16	0	3	66	0	8
0	16	0	4	66	0	15
0	16	0	5	66	0	3
0	16	0	6	66	0	3
0	16	0	7	66	0	2
0	16	0	8	66	0	15
0	16	0	9	66	0	9
0	16	0	10	66	0	10
0	16	0	11	66	0	5
0	16	0	12	66	0	8
0	16	0	13	66	0	4
0	16	0	14	66	0	7
0	16	0	15	66	0	10
0	16	0	16	66	0	6
0	16	0	17	66	0	7
0	16	0	18	66	0	4
0	16	0	19	66	0	7
0	16	0	22	66	0	10
0	16	0	38	66	0	5
0	16	0	39	66	0	6
0	16	0	40	66	0	15
0	16	0	41	66	0	7
0	16	0	42	66	0	8
0	16	0	43	66	0	4
0	16	0	44	66	0	8
0	16	0	45	66	0	11
0	16	0	46	66	0	10
0	16	0	47	66	0	13
0	16	0	48	66	0	9
0	16	0	49	66	0	10
0	16	0	50	66	0	5
0	16	0	51	66	0	13
0	16	0	52	66	0	4
0	16	0	75	66	0	3
0	16	0	76	66	0	8
0	16	0	77	66	0	8
0	16	0	78	66	0	10
0	16	0	79	66	0	5
0	16	0	80	66	0	11
0	16	0	81	66	0	3
0	16	0	82	66	0	8
0	16	0	83	66	0	11
0	16	0	84	66	0	3
0	16	0	85	66	0	16
0	16	0	86	66	0	6
0	16	0	87	66	0	5
0	16	0	88	66	0	7
0	16	0	89	66	0	5
0	16	0	90	66	0	14
0	16	0	91	66	0	7
0	16	0	92	66	0	6
0	16	0	93	66	0	12
0	16	0	94	66	0	12
0	16	0	95	66	0	3
0	16	0	96	66	0	5
0	16	0	97	66	0	10
0	16	0	171	66	0	5
0	16	0	172	66	0	9
0	16	0	173	66	0	13
0	16	0	174	66	0	10
0	16	0	175	66	0	9
0	16	0	176	66	0	7
0	16	0	177	66	0	17
0	16	0	178	66	0	2
0	16	0	179	66	0	2
0	16	0	0	65	0	8
0	16	0	1	65	0	7
0	16	0	2	65	0	18
0	16	0	3	65	0	9
0	16	0	4	65	0	7
0	16	0	5	65	0	7
0	16	0	6	65	0	9
0	16	0	7	65	0	13
0	16	0	8	65	0	6
0	16	0	9	65	0	6
0	16	0	10	65	0	5
0	16	0	11	65	0	6
0	16	0	12	65	0	6
0	16	0	13	65	0	9
0	16	0	22	65	0	11
0	16	0	38	65	0	6
0	16	0	39	65	0	7
0	16	0	40	65	0	6
0	16	0	41	65	0	6
0	16	0	42	65	0	5
0	16	0	43	65	0	6
0	16	0	44	65	0	5
0	16	0	45	65	0	5
0	16	0	46	65	0	8
0	16	0	47	65	0	8
0	16	0	48	65	0	9
0	16	0	49	65	0	10
0	16	0	50	65	0	7
0	16	0	51	65	0	12
0	16	0	52	65	0	2
0	16	0	74	65	0	9
0	16	0	75	65	0	11
0	16	0	76	65	0	5
0	16	0	77	65	0	14
0	16	0	78	65	0	5
0	16	0	79	65	0	5
0	16	0	80	65	0	12
0	16	0	81	65	0	10
0	16	0	82	65	0	2
0	16	0	83	65	0	9
0	16	0	84	65	0	11
0	16	0	85	65	0	12
0	16	0	86	65	0	7
0	16	0	87	65	0	10
0	16	0	88	65	0	7
0	16	0	89	65	0	10
0	16	0	90	65	0	8
0	16	0	91	65	0	12
0	16	0	92	65	0	13
0	16	0	93	65	0	3
0	16	0	94	65	0	5
0	16	0	95	65	0	2
0	16	0	96	65	0	14
0	16	0	97	65	0	12
0	16	0	172	65	0	12
0	16	0	173	65	0	1
0	16	0	174	65	0	9
0	16	0	175	65	0	8
0	16	0	176	65	0	7
0	16	0	177	65	0	0
0	16	0	178	65	0	6
0	16	0	179	65	0	6
0	16	0	0	64	0	6
0	16	0	1	64	0	10
0	16	0	2	64	0	4
0	16	0	3	64	0	5
0	16	0	4	64	0	4
0	16	0	5	64	0	9
0	16	0	6	64	0	10
0	16	0	7	64	0	4
0	16	0	8	64	0	7
0	16	0	9	64	0	12
0	16	0	10	64	0	0
0	16	0	22	64	0	11
0	16	0	38	64	0	9
0	16	0	39	64	0	6
0	16	0	40	64	0	5
0	16	0	42	64	0	13
0	16	0	43	64	0	8
0	16	0	44	64	0	8
0	16	0	45	64	0	9
0	16	0	46	64	0	5
0	16	0	47	64	0	8
0	16	0	48	64	0	16
0	16	0	49	64	0	3
0	16	0	50	64	0	4
0	16	0	51	64	0	8
0	16	0	52	64	0	5
0	16	0	74	64	0	6
0	16	0	75	64	0	3
0	16	0	76	64	0	9
0	16	0	77	64	0	6
0	16	0	78	64	0	13
0	16	0	79	64	0	6
0	16	0	80	64	0	9
0	16	0	81	64	0	7
0	16	0	82	64	0	0
0	16	0	83	64	0	10
0	16	0	84	64	0	9
0	16	0	85	64	0	9
0	16	0	86	64	0	6
0	16	0	87	64	0	5
0	16	0	88	64	0	8
0	16	0	89	64	0	6
0	16	0	90	64	0	16
0	16	0	91	64	0	5
0	16	0	92	64	0	8
0	16	0	93	64	0	10
0	16	0	94	64	0	14
0	16	0	95	64	0	3
0	16	0	96	64	0	11
0	16	0	97	64	0	9
0	16	0	98	64	0	5
0	16	0	99	64	0	9
0	16	0	173	64	0	9
0	16	0	174	64	0	9
0	16	0	179	64	0	5
0	16	0	0	63	0	10
0	16	0	1	63	0	7
0	16	0	2	63	0	6
0	16	0	3	63	0	13
0	16	0	4	63	0	6
0	16	0	5	63	0	15
0	16	0	6	63	0	4
0	16	0	7	63	0	5
0	16	0	8	63	0	14
0	16	0	9	63	0	3
0	16	0	10	63	0	5
0	16	0	11	63	0	13
0	16	0	12	63	0	12
0	16	0	13	63	0	8
0	16	0	14	63	0	3
0	16	0	15	63	0	5
0	16	0	16	63	0	0
0	16	0	17	63	0	0
0	16	0	18	63	0	2
0	16	0	21	63	0	0
0	16	0	37	63	0	10
0	16	0	38	63	0	2
0	16	0	39	63	0	13
0	16	0	40	63	0	10
0	16	0	42	63	0	12
0	16	0	43	63	0	8
0	16	0	44	63	0	4
0	16	0	45	63	0	7
0	16	0	46	63	0	1
0	16	0	47	63	0	2
0	16	0	48	63	0	9
0	16	0	49	63	0	9
0	16	0	50	63	0	3
0	16	0	51	63	0	5
0	16	0	52	63	0	7
0	16	0	74	63	0	8
0	16	0	75	63	0	16
0	16	0	76	63	0	10
0	16	0	77	63	0	3
0	16	0	78	63	0	6
0	16	0	79	63	0	6
0	16	0	80	63	0	5
0	16	0	81	63	0	4
0	16	0	82	63	0	5
0	16	0	83	63	0	15
0	16	0	84	63	0	5
0	16	0	85	63	0	2
0	16	0	86	63	0	11
0	16	0	87	63	0	5
0	16	0	88	63	0	16
0	16	0	89	63	0	8
0	16	0	90	63	0	11
0	16	0	91	63	0	6
0	16	0	92	63	0	1
0	16	0	93	63	0	2
0	16	0	94	63	0	2
0	16	0	95	63	0	8
0	16	0	96	63	0	5
0	16	0	97	63	0	8
0	16	0	98	63	0	5
0	16	0	99	63	0	6
0	16	0	100	63	0	5
0	16	0	172	63	0	8
0	16	0	179	63	0	4
0	16	0	0	62	0	9
0	16	0	1	62	0	7
0	16	0	2	62	0	12
0	16	0	3	62	0	2
0	16	0	4	62	0	11
0	16	0	5	62	0	11
0	16	0	6	62	0	10
0	16	0	7	62	0	9
0	16	0	8	62	0	12
0	16	0	9	62	0	13
0	16	0	10	62	0	11
0	16	0	11	62	0	18
0	16	0	12	62	0	11
0	16	0	13	62	0	3
0	16	0	14	62	0	6
0	16	0	15	62	0	3
0	16	0	16	62	0	14
0	16	0	17	62	0	0
0	16	0	22	62	0	5
0	16	0	37	62	0	7
0	16	0	38	62	0	4
0	16	0	39	62	0	8
0	16	0	40	62	0	5
0	16	0	41	62	0	3
0	16	0	42	62	0	8
0	16	0	43	62	0	7
0	16	0	44	62	0	7
0	16	0	45	62	0	6
0	16	0	46	62	0	12
0	16	0	47	62	0	8
0	16	0	48	62	0	7
0	16	0	49	62	0	8
0	16	0	50	62	0	12
0	16	0	51	62	0	8
0	16	0	75	62	0	9
0	16	0	76	62	0	10
0	16	0	77	62	0	6
0	16	0	78	62	0	8
0	16	0	79	62	0	2
0	16	0	80	62	0	10
0	16	0	81	62	0	8
0	16	0	82	62	0	8
0	16	0	83	62	0	12
0	16	0	84	62	0	11
0	16	0	85	62	0	11
0	16	0	86	62	0	6
0	16	0	87	62	0	7
0	16	0	88	62	0	3
0	16	0	89	62	0	10
0	16	0	90	62	0	6
0	16	0	91	62	0	12
0	16	0	92	62	0	3
0	16	0	93	62	0	9
0	16	0	94	62	0	11
0	16	0	95	62	0	11
0	16	0	96	62	0	8
0	16	0	97	62	0	3
0	16	0	98	62	0	8
0	16	0	99	62	0	14
0	16	0	100	62	0	3
0	16	0	101	62	0	2
0	16	0	172	62	0	8
0	16	0	173	62	0	1
0	16	0	179	62	0	0
0	16	0	0	61	0	8
0	16	0	1	61	0	7
0	16	0	2	61	0	15
0	16	0	3	61	0	8
0	16	0	4	61	0	10
0	16	0	5	61	0	8
0	16	0	6	61	0	16
0	16	0	7	61	0	8
0	16	0	8	61	0	2
0	16	0	9	61	0	13
0	16	0	10	61	0	16
0	16	0	11	61	0	6
0	16	0	14	61	0	11
0	16	0	15	61	0	9
0	16	0	20	61	0	4
0	16	0	21	61	0	1
0	16	0	39	61	0	2
0	16	0	40	61	0	2
0	16	0	41	61	0	14
0	16	0	42	61	0	7
0	16	0	43	61	0	8
0	16	0	44	61	0	5
0	16	0	45	61	0	5
0	16	0	46	61	0	5
0	16	0	47	61	0	2
0	16	0	48	61	0	3
0	16	0	49	61	0	5
0	16	0	50	61	0	4
0	16	0	75	61	0	11
0	16	0	76	61	0	9
0	16	0	77	61	0	6
0	16	0	78	61	0	8
0	16	0	79	61	0	10
0	16	0	80	61	0	8
0	16	0	81	61	0	3
0	16	0	82	61	0	7
0	16	0	83	61	0	12
0	16	0	84	61	0	12
0	16	0	85	61	0	12
0	16	0	86	61	0	10
0	16	0	87	61	0	2
0	16	0	88	61	0	11
0	16	0	89	61	0	7
0	16	0	90	61	0	6
0	16	0	91	61	0	8
0	16	0	92	61	0	5
0	16	0	93	61	0	11
0	16	0	94	61	0	6
0	16	0	95	61	0	7
0	16	0	96	61	0	14
0	16	0	97	61	0	9
0	16	0	98	61	0	7
0	16	0	99	61	0	12
0	16	0	100	61	0	5
0	16	0	101	61	0	2
0	16	0	172	61	0	7
0	16	0	173	61	0	7
0	16	0	179	61	0	5
0	16	0	0	60	0	18
0	16	0	1	60	0	15
0	16	0	2	60	0	10
0	16	0	3	60	0	13
0	16	0	4	60	0	9
0	16	0	5	60	0	15
0	16	0	6	60	0	12
0	16	0	7	60	0	6
0	16	0	8	60	0	7
0	16	0	13	60	0	17
0	16	0	14	60	0	12
0	16	0	15	60	0	10
0	16	0	16	60	0	6
0	16	0	17	60	0	6
0	16	0	18	60	0	1
0	16	0	19	60	0	3
0	16	0	20	60	0	7
0	16	0	21	60	0	10
0	16	0	40	60	0	17
0	16	0	41	60	0	0
0	16	0	42	60	0	7
0	16	0	43	60	0	4
0	16	0	44	60	0	6
0	16	0	45	60	0	2
0	16	0	46	60	0	10
0	16	0	75	60	0	2
0	16	0	76	60	0	9
0	16	0	77	60	0	7
0	16	0	78	60	0	7
0	16	0	79	60	0	2
0	16	0	80	60	0	6
0	16	0	81	60	0	12
0	16	0	82	60	0	6
0	16	0	83	60	0	0
0	16	0	84	60	0	13
0	16	0	85	60	0	7
0	16	0	86	60	0	14
0	16	0	87	60	0	2
0	16	0	88	60	0	7
0	16	0	89	60	0	5
0	16	0	94	60	0	7
0	16	0	95	60	0	10
0	16	0	96	60	0	10
0	16	0	97	60	0	9
0	16	0	98	60	0	7
0	16	0	99	60	0	11
0	16	0	100	60	0	11
0	16	0	101	60	0	3
0	16	0	179	60	0	6
0	16	0	0	59	0	6
0	16	0	1	59	0	6
0	16	0	2	59	0	7
0	16	0	3	59	0	9
0	16	0	4	59	0	7
0	16	0	5	59	0	13
0	16	0	6	59	0	9
0	16	0	7	59	0	9
0	16	0	8	59	0	9
0	16	0	9	59	0	8
0	16	0	10	59	0	6
0	16	0	11	59	0	11
0	16	0	12	59	0	9
0	16	0	13	59	0	3
0	16	0	14	59	0	16
0	16	0	15	59	0	9
0	16	0	16	59	0	1
0	16	0	17	59	0	11
0	16	0	19	59	0	8
0	16	0	20	59	0	4
0	16	0	38	59	0	6
0	16	0	39	59	0	0
0	16	0	40	59	0	3
0	16	0	41	59	0	6
0	16	0	42	59	0	9
0	16	0	43	59	0	4
0	16	0	44	59	0	8
0	16	0	45	59	0	6
0	16	0	74	59	0	7
0	16	0	75	59	0	2
0	16	0	76	59	0	8
0	16	0	77	59	0	19
0	16	0	78	59	0	6
0	16	0	79	59	0	5
0	16	0	80	59	0	2
0	16	0	81	59	0	1
0	16	0	82	59	0	8
0	16	0	89	59	0	8
0	16	0	90	59	0	3
0	16	0	91	59	0	5
0	16	0	92	59	0	3
0	16	0	93	59	0	7
0	16	0	94	59	0	10
0	16	0	95	59	0	4
0	16	0	96	59	0	9
0	16	0	97	59	0	8
0	16	0	98	59	0	5
0	16	0	99	59	0	16
0	16	0	100	59	0	9
0	16	0	101	59	0	10
0	16	0	178	59	0	0
0	16	0	179	59	0	12
0	16	0	3	58	0	3
0	16	0	4	58	0	0
0	16	0	5	58	0	2
0	16	0	6	58	0	11
0	16	0	7	58	0	17
0	16	0	8	58	0	8
0	16	0	9	58	0	10
0	16	0	10	58	0	4
0	16	0	11	58	0	12
0	16	0	12	58	0	3
0	16	0	13	58	0	10
0	16	0	14	58	0	12
0	16	0	15	58	0	10
0	16	0	16	58	0	5
0	16	0	18	58	0	13
0	16	0	19	58	0	3
0	16	0	39	58	0	3
0	16	0	40	58	0	9
0	16	0	41	58	0	13
0	16	0	42	58	0	6
0	16	0	43	58	0	3
0	16	0	44	58	0	4
0	16	0	75	58	0	6
0	16	0	77	58	0	6
0	16	0	81	58	0	5
0	16	0	82	58	0	2
0	16	0	83	58	0	8
0	16	0	89	58	0	1
0	16	0	90	58	0	11
0	16	0	91	58	0	1
0	16	0	92	58	0	11
0	16	0	93	58	0	8
0	16	0	94	58	0	9
0	16	0	95	58	0	8
0	16	0	96	58	0	7
0	16	0	97	58	0	8
0	16	0	98	58	0	16
0	16	0	99	58	0	6
0	16	0	100	58	0	7
0	16	0	101	58	0	6
0	16	0	102	58	0	2
0	16	0	4	57	0	3
0	16	0	5	57	0	6
0	16	0	6	57	0	4
0	16	0	7	57	0	19
0	16	0	8	57	0	4
0	16	0	9	57	0	11
0	16	0	10	57	0	13
0	16	0	11	57	0	8
0	16	0	12	57	0	16
0	16	0	13	57	0	7
0	16	0	14	57	0	1
0	16	0	15	57	0	11
0	16	0	16	57	0	5
0	16	0	18	57	0	0
0	16	0	41	57	0	3
0	16	0	42	57	0	5
0	16	0	43	57	0	4
0	16	0	81	57	0	9
0	16	0	82	57	0	8
0	16	0	83	57	0	9
0	16	0	84	57	0	11
0	16	0	85	57	0	6
0	16	0	86	57	0	10
0	16	0	87	57	0	8
0	16	0	88	57	0	3
0	16	0	89	57	0	18
0	16	0	90	57	0	7
0	16	0	91	57	0	9
0	16	0	92	57	0	15
0	16	0	93	57	0	8
0	16	0	94	57	0	11
0	16	0	95	57	0	11
0	16	0	96	57	0	9
0	16	0	97	57	0	6
0	16	0	98	57	0	8
0	16	0	99	57	0	14
0	16	0	100	57	0	12
0	16	0	101	57	0	10
0	16	0	102	57	0	7
0	16	0	5	56	0	8
0	16	0	6	56	0	1
0	16	0	7	56	0	9
0	16	0	13	56	0	1
0	16	0	75	56	0	0
0	16	0	79	56	0	5
0	16	0	80	56	0	3
0	16	0	81	56	0	6
0	16	0	82	56	0	16
0	16	0	83	56	0	10
0	16	0	84	56	0	9
0	16	0	85	56	0	8
0	16	0	86	56	0	4
0	16	0	87	56	0	10
0	16	0	88	56	0	1
0	16	0	89	56	0	7
0	16	0	90	56	0	8
0	16	0	91	56	0	7
0	16	0	92	56	0	12
0	16	0	93	56	0	19
0	16	0	94	56	0	7
0	16	0	95	56	0	4
0	16	0	96	56	0	5
0	16	0	97	56	0	4
0	16	0	98	56	0	14
0	16	0	99	56	0	3
0	16	0	100	56	0	7
0	16	0	101	56	0	4
0	16	0	102	56	0	10
0	16	0	46	55	0	5
0	16	0	76	55	0	6
0	16	0	78	55	0	1
0	16	0	79	55	0	3
0	16	0	80	55	0	6
0	16	0	81	55	0	9
0	16	0	82	55	0	8
0	16	0	83	55	0	10
0	16	0	84	55	0	0
0	16	0	85	55	0	10
0	16	0	86	55	0	8
0	16	0	87	55	0	2
0	16	0	88	55	0	7
0	16	0	89	55	0	11
0	16	0	90	55	0	7
0	16	0	91	55	0	12
0	16	0	92	55	0	1
0	16	0	93	55	0	12
0	16	0	94	55	0	16
0	16	0	95	55	0	8
0	16	0	96	55	0	7
0	16	0	97	55	0	6
0	16	0	99	55	0	6
0	16	0	100	55	0	4
0	16	0	101	55	0	11
0	16	0	102	55	0	10
0	16	0	44	54	0	6
0	16	0	45	54	0	1
0	16	0	46	54	0	6
0	16	0	47	54	0	5
0	16	0	51	54	0	1
0	16	0	52	54	0	6
0	16	0	53	54	0	2
0	16	0	54	54	0	2
0	16	0	77	54	0	8
0	16	0	78	54	0	6
0	16	0	79	54	0	7
0	16	0	80	54	0	6
0	16	0	81	54	0	7
0	16	0	82	54	0	6
0	16	0	83	54	0	14
0	16	0	84	54	0	13
0	16	0	85	54	0	9
0	16	0	86	54	0	4
0	16	0	87	54	0	10
0	16	0	88	54	0	8
0	16	0	89	54	0	15
0	16	0	90	54	0	10
0	16	0	91	54	0	10
0	16	0	92	54	0	6
0	16	0	93	54	0	4
0	16	0	94	54	0	5
0	16	0	95	54	0	2
0	16	0	96	54	0	14
0	16	0	99	54	0	6
0	16	0	100	54	0	0
0	16	0	101	54	0	5
0	16	0	102	54	0	5
0	16	0	103	54	0	6
0	16	0	43	53	0	8
0	16	0	44	53	0	0
0	16	0	45	53	0	10
0	16	0	46	53	0	4
0	16	0	47	53	0	6
0	16	0	51	53	0	7
0	16	0	52	53	0	6
0	16	0	53	53	0	10
0	16	0	54	53	0	10
0	16	0	55	53	0	3
0	16	0	78	53	0	4
0	16	0	79	53	0	10
0	16	0	80	53	0	3
0	16	0	81	53	0	4
0	16	0	82	53	0	6
0	16	0	83	53	0	7
0	16	0	84	53	0	10
0	16	0	85	53	0	5
0	16	0	86	53	0	7
0	16	0	87	53	0	2
0	16	0	88	53	0	11
0	16	0	89	53	0	9
0	16	0	90	53	0	5
0	16	0	91	53	0	3
0	16	0	92	53	0	5
0	16	0	93	53	0	7
0	16	0	94	53	0	3
0	16	0	95	53	0	2
0	16	0	100	53	0	4
0	16	0	101	53	0	7
0	16	0	102	53	0	4
0	16	0	103	53	0	12
0	16	0	138	53	0	9
0	16	0	140	53	0	6
0	16	0	141	53	0	2
0	16	0	43	52	0	12
0	16	0	44	52	0	6
0	16	0	45	52	0	10
0	16	0	46	52	0	14
0	16	0	47	52	0	9
0	16	0	48	52	0	8
0	16	0	49	52	0	11
0	16	0	79	52	0	7
0	16	0	80	52	0	1
0	16	0	81	52	0	5
0	16	0	82	52	0	14
0	16	0	83	52	0	5
0	16	0	84	52	0	10
0	16	0	85	52	0	19
0	16	0	86	52	0	7
0	16	0	87	52	0	7
0	16	0	88	52	0	13
0	16	0	89	52	0	7
0	16	0	90	52	0	7
0	16	0	91	52	0	10
0	16	0	92	52	0	6
0	16	0	101	52	0	16
0	16	0	102	52	0	6
0	16	0	103	52	0	5
0	16	0	138	52	0	4
0	16	0	139	52	0	14
0	16	0	140	52	0	6
0	16	0	141	52	0	6
0	16	0	142	52	0	5
0	16	0	43	51	0	8
0	16	0	44	51	0	7
0	16	0	45	51	0	2
0	16	0	46	51	0	5
0	16	0	47	51	0	6
0	16	0	48	51	0	5
0	16	0	49	51	0	6
0	16	0	50	51	0	13
0	16	0	51	51	0	2
0	16	0	80	51	0	5
0	16	0	81	51	0	6
0	16	0	82	51	0	14
0	16	0	83	51	0	15
0	16	0	84	51	0	18
0	16	0	85	51	0	11
0	16	0	86	51	0	14
0	16	0	87	51	0	5
0	16	0	88	51	0	13
0	16	0	89	51	0	14
0	16	0	90	51	0	16
0	16	0	91	51	0	6
0	16	0	101	51	0	8
0	16	0	102	51	0	3
0	16	0	103	51	0	6
0	16	0	138	51	0	6
0	16	0	139	51	0	6
0	16	0	140	51	0	8
0	16	0	141	51	0	9
0	16	0	142	51	0	6
0	16	0	143	51	0	7
0	16	0	43	50	0	13
0	16	0	44	50	0	1
0	16	0	45	50	0	16
0	16	0	46	50	0	4
0	16	0	47	50	0	4
0	16	0	48	50	0	5
0	16	0	49	50	0	9
0	16	0	50	50	0	11
0	16	0	51	50	0	8
0	16	0	52	50	0	11
0	16	0	80	50	0	7
0	16	0	81	50	0	10
0	16	0	82	50	0	9
0	16	0	83	50	0	11
0	16	0	84	50	0	10
0	16	0	85	50	0	5
0	16	0	86	50	0	10
0	16	0	87	50	0	10
0	16	0	88	50	0	9
0	16	0	89	50	0	10
0	16	0	90	50	0	8
0	16	0	91	50	0	8
0	16	0	100	50	0	4
0	16	0	101	50	0	7
0	16	0	102	50	0	2
0	16	0	103	50	0	8
0	16	0	138	50	0	13
0	16	0	139	50	0	11
0	16	0	140	50	0	12
0	16	0	141	50	0	15
0	16	0	142	50	0	6
0	16	0	143	50	0	15
0	16	0	144	50	0	9
0	16	0	145	50	0	0
0	16	0	43	49	0	6
0	16	0	44	49	0	7
0	16	0	45	49	0	14
0	16	0	46	49	0	2
0	16	0	47	49	0	8
0	16	0	48	49	0	7
0	16	0	51	49	0	6
0	16	0	58	49	0	1
0	16	0	81	49	0	3
0	16	0	82	49	0	16
0	16	0	83	49	0	13
0	16	0	84	49	0	5
0	16	0	85	49	0	10
0	16	0	86	49	0	10
0	16	0	87	49	0	3
0	16	0	88	49	0	7
0	16	0	89	49	0	6
0	16	0	90	49	0	8
0	16	0	91	49	0	13
0	16	0	92	49	0	9
0	16	0	100	49	0	2
0	16	0	101	49	0	11
0	16	0	102	49	0	11
0	16	0	103	49	0	1
0	16	0	138	49	0	2
0	16	0	139	49	0	7
0	16	0	140	49	0	0
0	16	0	141	49	0	11
0	16	0	142	49	0	10
0	16	0	143	49	0	7
0	16	0	144	49	0	4
0	16	0	145	49	0	9
0	16	0	146	49	0	1
0	16	0	152	49	0	3
0	16	0	153	49	0	5
0	16	0	155	49	0	5
0	16	0	44	48	0	2
0	16	0	46	48	0	7
0	16	0	60	48	0	11
0	16	0	61	48	0	5
0	16	0	62	48	0	10
0	16	0	63	48	0	8
0	16	0	82	48	0	9
0	16	0	83	48	0	8
0	16	0	84	48	0	8
0	16	0	85	48	0	11
0	16	0	86	48	0	2
0	16	0	87	48	0	9
0	16	0	88	48	0	10
0	16	0	89	48	0	8
0	16	0	90	48	0	4
0	16	0	91	48	0	4
0	16	0	92	48	0	3
0	16	0	103	48	0	11
0	16	0	138	48	0	4
0	16	0	139	48	0	10
0	16	0	140	48	0	3
0	16	0	141	48	0	7
0	16	0	144	48	0	17
0	16	0	145	48	0	4
0	16	0	146	48	0	10
0	16	0	147	48	0	13
0	16	0	154	48	0	6
0	16	0	155	48	0	5
0	16	0	156	48	0	10
0	16	0	157	48	0	8
0	16	0	59	47	0	6
0	16	0	60	47	0	4
